ID	Gene_Symbol	U133A_Gene?	Subtyping_Signature_Gene?
7122	PIGL	YES	
7123	PIGM		
7124	PIGN	YES	
7125	PIGO	YES	
7126	PIGP	YES	
7127	PIGQ	YES	
7128	PIGS		
7129	PIGT	YES	
7130	PIGU		
7131	PIGV	YES	
7132	PIGW		
7133	PIGX		
7134	PIGY		
7135	PIGZ	YES	
7136	PIH1D1	YES	
7137	PIH1D2		
7138	PIK3C2A		
7139	PIK3C2B	YES	
7140	PIK3C3	YES	
7141	PIK3CA	YES	
7142	PIK3CB	YES	
7143	PIK3CD	YES	
7144	PIK3R1	YES	
7145	PIK3R2	YES	
7146	PIK3R3	YES	
7147	PIK3R4	YES	
7148	PIKFYVE		
7149	PILRA	YES	
7150	PILRB	YES	
7151	PIM2	YES	
7152	PIM3		
7153	PIN1	YES	
7154	PIN4	YES	
7155	PINX1		
7156	PION		
7157	PIP4K2C	YES	
7158	PIP5K1A	YES	
7159	PIP5K1C	YES	
7160	PIP5KL1		
7161	PIPOX	YES	
7162	PITPNA	YES	
7163	PITPNC1	YES	
7164	PITPNM1	YES	
7165	PITPNM2		
7166	PITX1	YES	
7167	PITX2	YES	
7168	PKD1	YES	
7169	PKD2	YES	
7170	PKD2L2		
7171	PKIA	YES	
7172	PKIB		
7173	PKIG	YES	
7174	PKLR	YES	
7175	PKMYT1	YES	Proneural
7176	PKN1	YES	
7177	PKN2	YES	
7178	PKN3		
7179	PKNOX1	YES	
7180	PKNOX2	YES	
7181	PKP4	YES	
7182	PLA2G10	YES	
7183	PLA2G12A	YES	
7184	PLA2G15		
7185	PLA2G16		
7186	PLA2G2D	YES	
7187	PLA2G4A	YES	
7188	PLA2G5	YES	
7189	PLA2G6	YES	
7190	PLA2R1	YES	
7191	PLAA	YES	
7192	PLAC1	YES	
7193	PLAC8L1		
7194	PLAG1	YES	
7195	PLAGL2	YES	
7196	PLAT	YES	
7197	PLAU	YES	
7198	PLAUR	YES	Mesenchymal
7199	PLBD1		
7200	PLBD2		
7201	PLCB3	YES	
7202	PLCB4	YES	Proneural
7203	PLCD1	YES	
7204	PLCD3		
7205	PLCD4		
7206	PLCE1	YES	Classical
7207	PLCG1	YES	Classical
7208	PLD1	YES	
7209	PLD2	YES	
7210	PLD3	YES	
7211	PLD5		
7212	PLD6		
7213	PLEC		
7214	PLEK2	YES	
7215	PLEKHA2	YES	
7216	PLEKHA3		
7217	PLEKHA4	YES	
7218	PLEKHA5	YES	
7219	PLEKHA6	YES	
7220	PLEKHA7		
7221	PLEKHA8		
7222	PLEKHD1		
7223	PLEKHF2	YES	
7224	PLEKHG1		
7225	PLEKHG2		
7226	PLEKHG3	YES	
7227	PLEKHG4		
7228	PLEKHG4B		
7229	PLEKHG5		
7230	PLEKHG6	YES	
7231	PLEKHG7		
7232	PLEKHH2		
7233	PLEKHH3	YES	
7234	PLEKHJ1	YES	
7235	PLEKHM1	YES	
7236	PLEKHM2	YES	
7237	PLEKHM3		
7238	PLEKHO1	YES	
7239	PLG	YES	
7240	PLIN3		
7241	PLIN4		
7242	PLK1	YES	
7243	PLK3	YES	
7244	PLK4	YES	
7245	PLLP	YES	
7246	PLOD1	YES	
7247	PLOD2	YES	
7248	PLOD3	YES	
7249	PLP2	YES	
7250	PLRG1		
7251	PLS1	YES	
7252	PLS3	YES	
7253	PLSCR1	YES	
7254	PLSCR2	YES	
7255	PLSCR3	YES	
7256	PLTP	YES	
7257	PLXNA1	YES	
7258	PLXNA2	YES	
7259	PLXNA3	YES	
7260	PLXNA4		
7261	PLXNB1	YES	
7262	PLXNB2	YES	
7263	PLXNB3	YES	
7264	PLXND1	YES	
7265	PM20D2		
7266	PMAIP1	YES	
7267	PMCH		
7268	PMEL		
7269	PMEPA1		
7270	PMF1	YES	
7271	PMFBP1	YES	
7272	PML	YES	
7273	PMM2	YES	
7274	PMP2	YES	
7275	PMP22	YES	
7276	PMPCA	YES	
7277	PMS1	YES	
7278	PMS2	YES	
7279	PMVK	YES	
7280	PNCK		
7281	PNISR		
7282	PNKD		
7283	PNKP	YES	
7284	PNMA2	YES	
7285	PNMAL1		
7286	PNN	YES	
7287	PNO1	YES	
7288	PNOC	YES	
7289	PNP		
7290	PNPLA2	YES	
7291	PNPLA3	YES	
7292	PNPLA6	YES	Classical
7293	PNPLA8		
7294	PNPO	YES	
7295	PNPT1		
7296	PNRC1	YES	
7297	PNRC2	YES	
7298	POC1A		
7299	POC1B		
7300	POC5		
7301	PODNL1	YES	
7302	PODXL	YES	
7303	PODXL2	YES	
7304	POF1B	YES	
7305	POFUT1	YES	
7306	POFUT2	YES	
7307	POGK	YES	
7308	POGLUT1		
7309	POGZ	YES	
7310	POLA1	YES	
7311	POLA2	YES	
7312	POLD1	YES	
7313	POLD2	YES	
7314	POLD3	YES	
7315	POLD4	YES	
7316	POLDIP3	YES	
7317	POLE	YES	
7318	POLE2	YES	
7319	POLE3	YES	
7320	POLG	YES	
7321	POLG2	YES	
7322	POLH	YES	
7323	POLI	YES	
7324	POLK		
7325	POLL	YES	
7326	POLM	YES	
7327	POLN		
7328	POLQ	YES	
7329	POLR1A		
7330	POLR1B	YES	
7331	POLR1C	YES	
7332	POLR1D	YES	
7333	POLR1E	YES	
7334	POLR2B	YES	
7335	POLR2C	YES	
7336	POLR2D	YES	
7337	POLR2E	YES	
7338	POLR2F	YES	
7339	POLR2G	YES	
7340	POLR2H	YES	
7341	POLR2I	YES	
7342	POLR2J	YES	
7343	POLR2J2		
7344	POLR2J3		
7345	POLR2L	YES	
7346	POLR3A		
7347	POLR3B	YES	
7348	POLR3C	YES	
7349	POLR3D	YES	
7350	POLR3E	YES	
7351	POLR3F	YES	
7352	POLR3G	YES	
7353	POLR3GL		
7354	POLR3H		
7355	POLRMT	YES	Classical
7356	POM121	YES	
7357	POM121C		
7358	POMGNT1	YES	
7359	POMP	YES	
7360	POMT1	YES	
7361	POMT2	YES	
7362	POMZP3		
7363	PON1	YES	
7364	PON2	YES	
7365	POP1		
7366	POP4	YES	
7367	POP5	YES	
7368	POP7	YES	
7369	POPDC2	YES	
7370	POPDC3	YES	
7371	POR	YES	
7372	PORCN	YES	
7373	POSTN	YES	
7374	POT1	YES	
7375	POU1F1	YES	
7376	POU2AF1	YES	
7377	POU2F1	YES	
7378	POU2F2	YES	
7379	POU2F3	YES	
7380	POU3F1	YES	
7381	POU3F2	YES	
7382	POU3F4	YES	
7383	POU5F1		
7384	POU6F1	YES	
7385	PPA2	YES	
7386	PPAN	YES	
7387	PPAP2A	YES	
7388	PPAP2B	YES	
7389	PPAP2C	YES	
7390	PPAPDC1A		
7391	PPAPDC1B		
7392	PPAPDC3		
7393	PPARA	YES	
7394	PPARD	YES	
7395	PPARGC1A	YES	Classical
7396	PPARGC1B		
7397	PPAT	YES	
7398	PPCDC	YES	
7399	PPDPF		
7400	PPEF1	YES	
7401	PPFIA1	YES	
7402	PPFIA3	YES	
7403	PPFIA4	YES	
7404	PPFIBP1	YES	
7405	PPFIBP2	YES	
7406	PPHLN1		
7407	PPIA	YES	
7408	PPIAL4G		
7409	PPIB	YES	
7410	PPIC	YES	
7411	PPID	YES	
7412	PPIE	YES	
7413	PPIF	YES	
7414	PPIG	YES	
7415	PPIH	YES	
7416	PPIL1		
7417	PPIL2	YES	
7418	PPIL3		
7419	PPIL4		
7420	PPIL6		
7421	PPIP5K2		
7422	PPL	YES	
7423	PPM1B	YES	
7424	PPM1D	YES	
7425	PPM1F	YES	
7426	PPM1G	YES	
7427	PPM1L		
7428	PPM1M		
7429	PPM1N		
7430	PPME1	YES	
7431	PPOX	YES	
7432	PPP1CA	YES	
7433	PPP1CB	YES	
7434	PPP1CC	YES	
7435	PPP1R10	YES	
7436	PPP1R11	YES	
7437	PPP1R12A	YES	
7438	PPP1R12B	YES	
7439	PPP1R12C		
7440	PPP1R13B	YES	
7441	PPP1R13L	YES	
7442	PPP1R14B	YES	
7443	PPP1R14D	YES	
7444	PPP1R15A	YES	
7445	PPP1R15B		
7446	PPP1R16A		
7447	PPP1R1C		
7448	PPP1R3B		
7449	PPP1R3C	YES	
7450	PPP1R8	YES	
7451	PPP2CA	YES	
7452	PPP2CB	YES	
7453	PPP2R1A	YES	
7454	PPP2R1B	YES	
7455	PPP2R2D	YES	
7456	PPP2R3A	YES	
7457	PPP2R4	YES	
7458	PPP2R5A	YES	
7459	PPP2R5B	YES	
7460	PPP2R5C	YES	
7461	PPP2R5D	YES	
7462	PPP2R5E	YES	
7463	PPP3CA	YES	
7464	PPP3CC	YES	
7465	PPP3R1	YES	
7466	PPP4C	YES	
7467	PPP4R1	YES	
7468	PPP4R1L		
7469	PPP4R2	YES	
7470	PPP5C	YES	
7471	PPP6R1		
7472	PPP6R2		
7473	PPP6R3		
7474	PPRC1	YES	
7475	PPT1	YES	
7476	PPT2	YES	
7477	PPTC7		
7478	PPWD1	YES	
7479	PQBP1	YES	
7480	PQLC1		
7481	PQLC2		
7482	PQLC3		
7483	PRADC1		
7484	PRAF2	YES	
7485	PRAMEF17		
7486	PRAP1		
7487	PRC1	YES	
7488	PRCC	YES	
7489	PRCP	YES	
7490	PRDM1	YES	
7491	PRDM11	YES	
7492	PRDM15		
7493	PRDM4	YES	
7494	PRDM5	YES	
7495	PRDX1	YES	
7496	PRDX2	YES	
7497	PRDX4	YES	
7498	PRDX6	YES	
7499	PREB	YES	
7500	PRELID1		
7501	PRELID2		
7502	PRELP	YES	
7503	PREP	YES	
7504	PREX1		
7505	PRG4	YES	
7506	PRH1		
7507	PRH2		
7508	PRICKLE2		
7509	PRICKLE4		
7510	PRIM1	YES	
7511	PRKAB1	YES	
7512	PRKACA	YES	
7513	PRKAG1	YES	
7514	PRKAR1B	YES	
7515	PRKAR2A	YES	
7516	PRKCA	YES	
7517	PRKCD	YES	
7518	PRKCG	YES	
7519	PRKCI	YES	
7520	PRKCQ	YES	
7521	PRKCSH	YES	
7522	PRKD1	YES	
7523	PRKD2	YES	
7524	PRKD3	YES	
7525	PRKDC	YES	
7526	PRKRA	YES	
7527	PRKRIP1	YES	
7528	PRKRIR	YES	
7529	PRKX	YES	
7530	PRMT1	YES	
7531	PRMT10		
7532	PRMT2	YES	
7533	PRMT3	YES	
7534	PRMT5	YES	
7535	PRMT6		
7536	PRMT7	YES	
7537	PROCA1		
7538	PROCR	YES	
7539	PROM1	YES	
7540	PROM2		
7541	PROS1	YES	
7542	PROSC	YES	
7543	PROSER1		
7544	PROX1	YES	
7545	PRPF18	YES	
7546	PRPF19	YES	
7547	PRPF3	YES	
7548	PRPF31	YES	
7549	PRPF38A		
7550	PRPF38B	YES	
7551	PRPF39	YES	
7552	PRPF4	YES	
7553	PRPF40A	YES	
7554	PRPF40B		
7555	PRPF4B	YES	
7556	PRPF6	YES	
7557	PRPF8	YES	
7558	PRPH	YES	
7559	PRPH2	YES	
7560	PRPS1	YES	
7561	PRPS1L1	YES	
7562	PRPS2	YES	
7563	PRPSAP1	YES	
7564	PRR11		
7565	PRR12		
7566	PRR13	YES	
7567	PRR14	YES	
7568	PRR14L		
7569	PRR16	YES	
7570	PRR18		
7571	PRR19		
7572	PRR24		
7573	PRR3	YES	
7574	PRR4	YES	
7575	PRR5	YES	
7576	PRR5L		
7577	PRRC1	YES	
7578	PRRC2A		
7579	PRRC2B		
7580	PRRC2C		
7581	PRRG1	YES	
7582	PRRG2	YES	
7583	PRRG4	YES	
7584	PRRT2		
7585	PRRT3		
7586	PRRX1	YES	
7587	PRSS1	YES	
7588	PRSS12	YES	
7589	PRSS23	YES	Mesenchymal
7590	PRSS27		
7591	PRSS35		
7592	PRSS48		
7593	PRTFDC1		
7594	PRTG		
7595	PRUNE	YES	
7596	PRUNE2	YES	
7597	PSAT1	YES	
7598	PSD	YES	
7599	PSEN1	YES	
7600	PSEN2	YES	
7601	PSENEN	YES	
7602	PSIP1	YES	
7603	PSKH1	YES	
7604	PSMA1	YES	
7605	PSMA2	YES	
7606	PSMA3	YES	
7607	PSMA4	YES	
7608	PSMA5	YES	
7609	PSMA6	YES	
7610	PSMA7	YES	
7611	PSMB1	YES	
7612	PSMB10	YES	
7613	PSMB2	YES	
7614	PSMB3	YES	
7615	PSMB4	YES	
7616	PSMB6	YES	
7617	PSMB7	YES	
7618	PSMB8	YES	
7619	PSMB9	YES	
7620	PSMC1	YES	
7621	PSMC2	YES	
7622	PSMC3	YES	
7623	PSMC3IP		
7624	PSMC4	YES	
7625	PSMD11	YES	
7626	PSMD12	YES	
7627	PSMD13	YES	
7628	PSMD14	YES	
7629	PSMD2	YES	
7630	PSMD3	YES	
7631	PSMD5	YES	
7632	PSMD6	YES	
7633	PSMD8	YES	
7634	PSMD9	YES	
7635	PSME1	YES	
7636	PSME2	YES	
7637	PSME3	YES	
7638	PSME4	YES	
7639	PSMF1	YES	
7640	PSMG1		
7641	PSMG2		
7642	PSMG3		
7643	PSMG4		
7644	PSPC1		
7645	PSPH	YES	
7646	PSRC1	YES	
7647	PSTK		
7648	PTAR1		
7649	PTBP1	YES	
7650	PTCD2	YES	
7651	PTCD3	YES	
7652	PTCH1	YES	
7653	PTCHD1		
7654	PTCHD2		
7655	PTDSS1	YES	
7656	PTDSS2	YES	
7657	PTGER3	YES	
7658	PTGES3	YES	
7659	PTGFRN		
7660	PTGIS	YES	
7661	PTGR1		
7662	PTGR2		
7663	PTGS1	YES	
7664	PTGS2	YES	Mesenchymal
7665	PTHLH	YES	
7666	PTK2	YES	
7667	PTK6		
7668	PTK7	YES	
7669	PTMA	YES	
7670	PTMS	YES	
7671	PTN	YES	
7672	PTOV1	YES	
7673	PTP4A1	YES	
7674	PTP4A2	YES	
7675	PTP4A3	YES	
7676	PTPDC1		
7677	PTPLA	YES	
7678	PTPLAD2		
7679	PTPLB	YES	
7680	PTPMT1		
7681	PTPN1	YES	
7682	PTPN11	YES	
7683	PTPN12	YES	
7684	PTPN13	YES	
7685	PTPN14	YES	
7686	PTPN18	YES	
7687	PTPN2	YES	
7688	PTPN21	YES	
7689	PTPN23		
7690	PTPN9	YES	
7691	PTPRA	YES	Classical
7692	PTPRE	YES	
7693	PTPRF	YES	
7694	PTPRG	YES	
7695	PTPRH	YES	
7696	PTPRJ	YES	
7697	PTPRK	YES	
7698	PTPRO	YES	
7699	PTPRS	YES	
7700	PTPRT	YES	
7701	PTPRU	YES	
7702	PTPRZ1	YES	
7703	PTRF	YES	
7704	PTRH1		
7705	PTRH2	YES	
7706	PTRHD1		
7707	PTTG1	YES	Proneural
7708	PTTG1IP	YES	
7709	PTTG2	YES	
7710	PTX3	YES	
7711	PUF60	YES	
7712	PUM1	YES	
7713	PUM2	YES	
7714	PURA	YES	
7715	PURB		
7716	PURG	YES	
7717	PUS1	YES	
7718	PUS10		
7719	PUS3	YES	
7720	PUS7	YES	
7721	PUS7L	YES	
7722	PUSL1		
7723	PVR	YES	
7724	PVRIG	YES	
7725	PVRL1	YES	
7726	PVRL2	YES	
7727	PVRL3	YES	
7728	PVRL4		
7729	PWP1	YES	
7730	PWP2	YES	
7731	PWWP2A		
7732	PXDN	YES	
7733	PXDNL		
7734	PXK		
7735	PXMP2	YES	
7736	PXMP4	YES	
7737	PXN	YES	
7738	PYCR1	YES	
7739	PYCR2		
7740	PYCRL	YES	
7741	PYGB	YES	
7742	PYGL	YES	
7743	PYGO1	YES	
7744	PYGO2		
7745	PYROXD1	YES	
7746	PYROXD2		
7747	PYY	YES	
7748	PZP	YES	
7749	QARS	YES	
7750	QKI	YES	
7751	QPCTL		
7752	QPRT	YES	
7753	QRFPR		
7754	QRICH1	YES	
7755	QRICH2		
7756	QRSL1	YES	
7757	QSER1	YES	
7758	QSOX1	YES	
7759	QSOX2		
7760	QTRT1	YES	
7761	QTRTD1	YES	
7762	R3HCC1		
7763	R3HDM1	YES	
7764	RAB10		
7765	RAB11A	YES	
7766	RAB11B	YES	
7767	RAB11FIP1	YES	
7768	RAB11FIP3	YES	
7769	RAB12		
7770	RAB13	YES	
7771	RAB14	YES	
7772	RAB15	YES	
7773	RAB17	YES	
7774	RAB1B	YES	
7775	RAB20	YES	
7776	RAB21	YES	
7777	RAB22A	YES	
7778	RAB23	YES	
7779	RAB27A	YES	Mesenchymal
7780	RAB2B		
7781	RAB30	YES	
7782	RAB31	YES	
7783	RAB32	YES	
7784	RAB33A	YES	Proneural
7785	RAB33B	YES	
7786	RAB34		
7787	RAB35	YES	
7788	RAB36	YES	
7789	RAB38	YES	
7790	RAB3A	YES	
7791	RAB3B	YES	
7792	RAB3C		
7793	RAB3D	YES	
7794	RAB3GAP1	YES	
7795	RAB3GAP2	YES	
7796	RAB3IL1	YES	
7797	RAB3IP		
7798	RAB40A	YES	
7799	RAB40AL		
7800	RAB40C	YES	
7801	RAB41		
7802	RAB42		
7803	RAB43		
7804	RAB5A	YES	
7805	RAB5C	YES	
7806	RAB7A	YES	
7807	RAB7L1	YES	
7808	RAB8A	YES	
7809	RAB8B	YES	
7810	RAB9A	YES	
7811	RAB9B		
7812	RABAC1	YES	
7813	RABEP1	YES	
7814	RABEP2	YES	
7815	RABEPK	YES	
7816	RABGAP1	YES	
7817	RABGAP1L	YES	
7818	RABGEF1	YES	
7819	RABGGTA	YES	
7820	RABIF	YES	
7821	RABL2A		
7822	RABL2B		
7823	RABL3	YES	
7824	RABL5	YES	
7825	RAC1	YES	
7826	RAC2	YES	Mesenchymal
7827	RACGAP1	YES	
7828	RAD1	YES	
7829	RAD17	YES	
7830	RAD18		
7831	RAD21	YES	
7832	RAD21L1		
7833	RAD23A	YES	
7834	RAD23B	YES	
7835	RAD50	YES	
7836	RAD51	YES	
7837	RAD51AP1	YES	
7838	RAD51B		
7839	RAD51C	YES	
7840	RAD51D		
7841	RAD52	YES	
7842	RAD54B	YES	
7843	RAD54L	YES	
7844	RAD54L2	YES	
7845	RAD9A	YES	
7846	RAD9B		
7847	RADIL		
7848	RAE1	YES	
7849	RAET1E		
7850	RAET1G		
7851	RAET1L		
7852	RAF1	YES	
7853	RAG2	YES	
7854	RAI1		
7855	RAI14	YES	
7856	RALA	YES	
7857	RALB	YES	
7858	RALBP1	YES	
7859	RALGAPA1		
7860	RALGAPA2		
7861	RALGAPB		
7862	RALGDS	YES	
7863	RALGPS1	YES	
7864	RALGPS2	YES	
7865	RALY	YES	
7866	RAMP1	YES	
7867	RAN	YES	
7868	RANBP1	YES	
7869	RANBP10	YES	
7870	RANBP17	YES	
7871	RANBP3	YES	
7872	RANBP9	YES	
7873	RANGAP1	YES	
7874	RANGRF		
7875	RAP1A	YES	
7876	RAP1B		
7877	RAP1GAP2		
7878	RAP2A	YES	
7879	RAP2B	YES	
7880	RAP2C	YES	
7881	RAPGEF1	YES	
7882	RAPGEF3	YES	
7883	RAPGEF6	YES	
7884	RAPH1		
7885	RAPSN	YES	
7886	RARA	YES	
7887	RARB	YES	
7888	RARG	YES	
7889	RARRES1	YES	Mesenchymal
7890	RARRES3	YES	
7891	RARS	YES	
7892	RARS2		
7893	RASA1	YES	
7894	RASA2	YES	
7895	RASA3	YES	
7896	RASA4	YES	
7897	RASD2		
7898	RASEF		
7899	RASGEF1C		
7900	RASGRP1	YES	Classical
7901	RASGRP2	YES	
7902	RASL10B		
7903	RASL11A		
7904	RASL11B	YES	Proneural
7905	RASSF1	YES	
7906	RASSF2	YES	
7907	RASSF3		
7908	RASSF5		
7909	RASSF8	YES	
7910	RAVER1		
7911	RAVER2		
7912	RB1	YES	
7913	RB1CC1	YES	
7914	RBAK		
7915	RBBP4	YES	
7916	RBBP5	YES	
7917	RBBP6	YES	
7918	RBBP7	YES	
7919	RBBP8	YES	
7920	RBBP9	YES	
7921	RBCK1	YES	Classical
7922	RBFA		
7923	RBFOX2		
7924	RBFOX3		
7925	RBL1		
7926	RBL2	YES	
7927	RBM10	YES	
7928	RBM12	YES	
7929	RBM12B	YES	
7930	RBM14	YES	
7931	RBM15	YES	
7932	RBM15B	YES	
7933	RBM17		
7934	RBM19	YES	
7935	RBM22	YES	
7936	RBM23	YES	
7937	RBM25	YES	
7938	RBM26	YES	
7939	RBM27		
7940	RBM28	YES	
7941	RBM3	YES	
7942	RBM33		
7943	RBM34	YES	
7944	RBM38	YES	
7945	RBM39	YES	
7946	RBM4	YES	
7947	RBM41		
7948	RBM42	YES	
7949	RBM43		
7950	RBM44		
7951	RBM45		
7952	RBM47		
7953	RBM4B	YES	
7954	RBM5	YES	
7955	RBM6	YES	
7956	RBM7	YES	
7957	RBM8A	YES	
7958	RBMS1	YES	
7959	RBMS2	YES	
7960	RBMX	YES	
7961	RBMX2	YES	
7962	RBMXL1		
7963	RBP1	YES	
7964	RBP2		
7965	RBP7		
7966	RBPJ	YES	
7967	RBPMS	YES	
7968	RBPMS2		
7969	RBX1	YES	
7970	RC3H1		
7971	RC3H2	YES	
7972	RCAN1	YES	
7973	RCAN3	YES	
7974	RCBTB1	YES	
7975	RCC1		
7976	RCC2		
7977	RCCD1		
7978	RCE1	YES	
7979	RCL1	YES	
7980	RCN1	YES	
7981	RCN2	YES	
7982	RCN3	YES	
7983	RCOR1	YES	
7984	RCOR2		
7985	RCOR3	YES	
7986	RD3		
7987	RDBP	YES	
7988	RDH10		
7989	RDH11	YES	
7990	RDH13		
7991	RDH14	YES	
7992	RDH5	YES	
7993	RDM1		
7994	RDX	YES	
7995	REC8	YES	
7996	RECQL	YES	
7997	RECQL5	YES	
7998	REEP2	YES	
7999	REEP3		
8000	REEP4	YES	
8001	REG1B	YES	
8002	REL	YES	
8003	RELA	YES	
8004	RELB	YES	
8005	RELL1		
8006	RELL2		
8007	RELN	YES	
8008	RELT		
8009	REM2		
8010	RENBP	YES	
8011	REP15		
8012	REPIN1	YES	
8013	REPS1		
8014	RER1	YES	
8015	RERE	YES	
8016	REST	YES	
8017	RET	YES	
8018	RETSAT	YES	
8019	REV1	YES	
8020	REV3L	YES	
8021	REXO1		
8022	REXO2	YES	
8023	REXO4	YES	
8024	RFC1	YES	
8025	RFC2	YES	
8026	RFC3	YES	
8027	RFC4	YES	
8028	RFC5	YES	
8029	RFESD		
8030	RFFL		
8031	RFNG	YES	
8032	RFPL2		
8033	RFPL3	YES	
8034	RFPL3-AS1		
8035	RFT1		
8036	RFTN1	YES	
8037	RFTN2		
8038	RFWD2		
8039	RFWD3	YES	
8040	RFX1	YES	
8041	RFX2	YES	
8042	RFX3	YES	
8043	RFX4		
8044	RFX5	YES	
8045	RFX7		
8046	RFX8		
8047	RFXANK	YES	
8048	RFXAP	YES	
8049	RGAG4		
8050	RGL2	YES	
8051	RGL3		
8052	RGL4		
8053	RGMA		
8054	RGMB		
8055	RGP1		
8056	RGPD1		
8057	RGPD3		
8058	RGR	YES	
8059	RGS12	YES	
8060	RGS13	YES	
8061	RGS14	YES	
8062	RGS16	YES	
8063	RGS17	YES	
8064	RGS19	YES	
8065	RGS2	YES	Mesenchymal
8066	RGS3	YES	
8067	RGS6	YES	
8068	RGS8		
8069	RHBDD1		
8070	RHBDD2		
8071	RHBDD3	YES	
8072	RHBDF1	YES	
8073	RHBDL2		
8074	RHBDL3		
8075	RHBG	YES	
8076	RHCE	YES	
8077	RHCG	YES	
8078	RHEB	YES	
8079	RHEBL1		
8080	RHOA	YES	
8081	RHOBTB1	YES	
8082	RHOBTB3	YES	
8083	RHOC	YES	
8084	RHOF	YES	
8085	RHOG	YES	
8086	RHOJ		
8087	RHOQ	YES	
8088	RHOT1	YES	
8089	RHOT2	YES	
8090	RHOU		
8091	RHPN1		
8092	RHPN2		
8093	RIBC1		
8094	RIC8A	YES	
8095	RIC8B	YES	
8096	RICTOR		
8097	RIF1	YES	
8098	RILPL1		
8099	RILPL2		
8100	RIMKLB		
8101	RIMS3	YES	
8102	RIN1	YES	
8103	RING1	YES	
8104	RINL		
8105	RINT1	YES	
8106	RIOK1		
8107	RIOK2	YES	
8108	RIOK3	YES	
8109	RIPK1	YES	
8110	RIPK2	YES	
8111	RIT1	YES	
8112	RIT2	YES	
8113	RLBP1	YES	
8114	RLF	YES	
8115	RMI1	YES	
8116	RMND1	YES	
8117	RMND5B	YES	
8118	RNASE4	YES	
8119	RNASEH2A	YES	
8120	RNASEH2B	YES	
8121	RNASEH2C		
8122	RNASEK		
8123	RNASEL	YES	
8124	RNASET2	YES	
8125	RND1	YES	
8126	RND2	YES	
8127	RND3	YES	
8128	RNF10	YES	
8129	RNF113A	YES	
8130	RNF113B		
8131	RNF114		
8132	RNF115		
8133	RNF121	YES	
8134	RNF122	YES	
8135	RNF123	YES	
8136	RNF125	YES	
8137	RNF126	YES	
8138	RNF128	YES	
8139	RNF13	YES	
8140	RNF130	YES	
8141	RNF138	YES	
8142	RNF139	YES	
8143	RNF144A	YES	
8144	RNF145		
8145	RNF146	YES	
8146	RNF149		
8147	RNF150		
8148	RNF152		
8149	RNF157		
8150	RNF165		
8151	RNF166		
8152	RNF167	YES	
8153	RNF168		
8154	RNF169		
8155	RNF180		
8156	RNF181		
8157	RNF182		
8158	RNF183		
8159	RNF185	YES	
8160	RNF187		
8161	RNF19A	YES	
8162	RNF2	YES	
8163	RNF20		
8164	RNF207	YES	
8165	RNF213		
8166	RNF214		
8167	RNF215		
8168	RNF216	YES	
8169	RNF217		
8170	RNF219		
8171	RNF222		
8172	RNF24	YES	
8173	RNF25	YES	
8174	RNF26		
8175	RNF31	YES	
8176	RNF32	YES	
8177	RNF34	YES	
8178	RNF38	YES	
8179	RNF39	YES	
8180	RNF4	YES	
8181	RNF40	YES	
8182	RNF41	YES	
8183	RNF44	YES	
8184	RNF5	YES	
8185	RNF7	YES	
8186	RNFT1		
8187	RNFT2		
8188	RNGTT	YES	
8189	RNH1	YES	
8190	RNLS		
8191	RNMT	YES	
8192	RNMTL1	YES	
8193	RNPEP	YES	
8194	RNPEPL1	YES	
8195	RNPS1	YES	
8196	ROBO1	YES	
8197	ROBO2		
8198	ROBO3	YES	
8199	ROCK1	YES	
8200	ROCK2	YES	
8201	ROM1	YES	
8202	ROMO1		
8203	ROPN1		
8204	ROPN1B		
8205	ROR1	YES	
8206	ROR2	YES	
8207	RORB	YES	
8208	RP1-177G6.2		
8209	RP2	YES	
8210	RP9		
8211	RPA1	YES	
8212	RPA2	YES	
8213	RPA3	YES	
8214	RPA4	YES	
8215	RPAIN		
8216	RPAP1	YES	
8217	RPAP2	YES	
8218	RPAP3	YES	
8219	RPE	YES	
8220	RPE65	YES	
8221	RPF1		
8222	RPF2		
8223	RPGR	YES	
8224	RPGRIP1	YES	
8225	RPGRIP1L	YES	
8226	RPH3A	YES	
8227	RPH3AL	YES	
8228	RPIA	YES	
8229	RPL10	YES	
8230	RPL10A	YES	
8231	RPL10L	YES	
8232	RPL11	YES	
8233	RPL12	YES	
8234	RPL13	YES	
8235	RPL13A	YES	
8236	RPL14	YES	
8237	RPL17		
8238	RPL18	YES	
8239	RPL18A	YES	
8240	RPL19	YES	
8241	RPL22	YES	
8242	RPL22L1		
8243	RPL23	YES	
8244	RPL23A		
8245	RPL24	YES	
8246	RPL26		
8247	RPL26L1		
8248	RPL27	YES	
8249	RPL27A		
8250	RPL28	YES	
8251	RPL29	YES	
8252	RPL3	YES	
8253	RPL30	YES	
8254	RPL32		
8255	RPL34	YES	
8256	RPL35	YES	
8257	RPL35A	YES	
8258	RPL36	YES	
8259	RPL36A	YES	
8260	RPL37	YES	
8261	RPL37A	YES	
8262	RPL38	YES	
8263	RPL39	YES	
8264	RPL39L	YES	
8265	RPL3L	YES	
8266	RPL4	YES	
8267	RPL41		
8268	RPL5	YES	
8269	RPL6	YES	
8270	RPL7		
8271	RPL7A	YES	
8272	RPL7L1		
8273	RPL8	YES	
8274	RPL9	YES	
8275	RPLP0	YES	
8276	RPLP1	YES	
8277	RPLP2	YES	
8278	RPN1	YES	
8279	RPN2	YES	
